Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1117,2,2,1,26.0,Female,Team Sport,Strength,41,7.0,7.7,303,Medium,54,84,6.3,4.5,6.2,82.8
1117,3,3,1,26.0,Female,Team Sport,HIIT,39,7.5,6.9,0,Medium,54,69,5.0,5.5,5.1,63.2
1117,4,4,1,26.0,Female,Team Sport,Strength,50,6.7,6.8,187,Low,53,79,4.7,4.7,4.0,52.0
1117,5,5,1,26.0,Female,Team Sport,Cardio,75,4.4,7.8,272,Medium,56,70,5.6,4.0,3.6,53.5
1117,6,6,1,26.0,Female,Team Sport,Cardio,68,5.9,7.9,212,Medium,55,74,3.7,2.8,4.8,69.3
1117,7,7,1,26.0,Female,Team Sport,Yoga,37,2.0,8.1,169,Medium,52,87,5.8,1.0,4.3,93.5
1117,8,1,2,26.0,Female,Team Sport,Strength,69,8.5,6.1,284,Medium,57,56,3.4,7.8,2.3,8.1
1117,9,2,2,26.0,Female,Team Sport,HIIT,38,8.8,6.1,244,High,58,56,4.1,7.3,1.4,0.0
1117,10,3,2,26.0,Female,Team Sport,HIIT,32,8.3,6.4,0,Medium,59,61,6.6,8.1,1.4,20.7
1117,11,4,2,26.0,Female,Team Sport,HIIT,34,9.9,7.0,0,Medium,55,58,6.0,8.1,2.3,19.8
