Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1190,24,3,4,35.0,Female,Strength,Strength,66,4.8,7.2,122,Medium,58,50,4.9,4.6,4.3,34.6
1190,25,4,4,35.0,Female,Strength,Strength,77,5.0,8.6,161,Medium,56,51,5.6,5.8,4.2,35.7
1190,26,5,4,35.0,Female,Strength,Strength,55,4.8,7.6,186,Medium,61,48,5.8,4.9,5.1,12.2
1190,27,6,4,35.0,Female,Strength,Strength,83,5.5,7.1,218,Medium,59,51,4.5,4.9,3.6,10.6
1190,28,7,4,35.0,Female,Strength,Rest,10,1.7,7.9,0,Low,58,54,7.2,1.3,6.0,44.1
1191,1,1,1,25.0,Female,Team Sport,HIIT,34,7.6,7.7,180,Medium,56,89,4.6,3.9,6.0,96.2
1191,2,2,1,25.0,Female,Team Sport,Strength,73,7.9,8.5,238,Medium,58,90,4.7,4.3,4.1,91.1
1191,3,3,1,25.0,Female,Team Sport,HIIT,29,8.1,7.9,174,Medium,58,84,5.5,8.1,3.7,59.4
1191,4,4,1,25.0,Female,Team Sport,Cardio,79,5.5,7.0,257,Medium,62,63,4.1,5.7,1.7,25.0
1191,5,5,1,25.0,Female,Team Sport,Strength,61,7.0,7.8,270,Medium,62,81,4.6,5.7,4.3,62.2
