Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1248,24,3,4,41.0,Male,Mixed,Strength,62,6.3,8.4,0,Low,65,71,5.1,4.8,3.5,56.0
1248,25,4,4,41.0,Male,Mixed,Cardio,54,5.9,8.0,116,Low,66,73,8.1,6.0,4.1,64.5
1248,26,5,4,41.0,Male,Mixed,Strength,85,6.6,7.6,0,Medium,72,55,4.9,5.9,2.1,11.5
1248,27,6,4,41.0,Male,Mixed,Cardio,90,5.5,7.1,189,Medium,68,64,6.8,5.1,1.3,21.5
1248,28,7,4,41.0,Male,Mixed,Rest,25,2.2,8.0,0,Low,64,77,6.1,1.6,3.5,71.2
1249,1,1,1,20.0,Male,Mixed,Strength,87,7.4,7.6,216,Medium,51,105,6.1,3.4,6.0,100.0
1249,2,2,1,20.0,Male,Mixed,HIIT,39,6.3,8.5,214,Low,47,113,5.4,2.5,7.6,100.0
1249,3,3,1,20.0,Male,Mixed,HIIT,24,9.5,7.7,213,Medium,57,88,5.0,6.8,3.3,73.3
1249,7,7,1,20.0,Male,Mixed,Rest,14,1.5,7.1,277,Medium,52,97,5.6,1.7,5.1,83.8
1249,8,1,2,20.0,Male,Mixed,Strength,58,6.6,7.7,143,Medium,52,88,5.9,3.2,6.8,75.8
