Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1230,26,5,4,19.0,Female,Team Sport,HIIT,51,6.1,7.3,265,Medium,60,56,4.7,5.7,2.1,27.4
1230,27,6,4,19.0,Female,Team Sport,Cardio,77,4.4,7.2,208,Low,60,56,6.7,3.8,3.1,21.2
1230,28,7,4,19.0,Female,Team Sport,Yoga,61,3.2,8.1,159,Medium,56,62,5.7,3.3,4.2,56.2
1231,1,1,1,23.0,Non-binary,Team Sport,Strength,44,7.7,8.5,174,Medium,54,105,7.5,1.8,7.7,100.0
1231,2,2,1,23.0,Non-binary,Team Sport,Strength,78,7.3,7.9,226,Medium,55,97,5.5,3.2,6.2,100.0
1231,3,3,1,23.0,Non-binary,Team Sport,HIIT,31,8.1,8.2,0,Low,56,89,5.0,4.2,5.0,90.0
1231,4,4,1,23.0,Non-binary,Team Sport,HIIT,36,8.0,7.3,200,Medium,61,82,5.2,7.8,3.9,44.1
1231,5,5,1,23.0,Non-binary,Team Sport,HIIT,20,9.2,7.6,265,Medium,60,76,5.6,7.2,2.4,60.3
1231,6,6,1,23.0,Non-binary,Team Sport,Yoga,80,3.4,8.0,221,Medium,59,84,5.4,5.1,4.0,52.8
1231,7,7,1,23.0,Non-binary,Team Sport,Rest,10,1.0,9.0,215,Medium,58,101,6.2,1.0,5.4,100.0
