Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1202,28,7,4,26.0,Male,Combat,Yoga,51,3.2,6.6,211,Low,47,87,5.0,2.6,3.5,54.3
1203,1,1,1,29.0,Male,Team Sport,Cardio,67,5.9,6.1,317,Medium,56,81,3.6,3.4,4.9,49.9
1203,2,2,1,29.0,Male,Team Sport,HIIT,39,8.3,6.6,342,Medium,56,81,4.4,3.3,4.3,60.4
1203,3,3,1,29.0,Male,Team Sport,HIIT,62,8.5,6.6,229,Medium,55,75,3.5,5.5,3.2,40.9
1203,4,4,1,29.0,Male,Team Sport,HIIT,44,8.9,,261,High,59,67,3.0,6.8,3.1,13.2
1203,5,5,1,29.0,Male,Team Sport,Strength,72,7.8,7.9,250,High,61,71,5.9,7.3,1.0,36.4
1203,6,6,1,29.0,Male,Team Sport,Rest,29,2.9,7.6,0,Medium,58,82,5.0,3.2,5.4,72.8
1203,7,7,1,29.0,Male,Team Sport,Rest,10,1.7,7.4,160,Low,53,96,6.7,1.8,3.0,100.0
1203,8,1,2,29.0,Male,Team Sport,HIIT,39,10.0,6.3,400,Medium,56,77,4.9,8.0,1.1,27.8
1203,9,2,2,29.0,Male,Team Sport,Strength,76,8.5,7.4,335,High,61,66,3.4,5.7,1.5,31.8
