Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1058,9,2,2,22.0,Female,Combat,Cardio,62,6.0,7.9,187,Low,53,90,7.9,3.3,3.7,63.0
1058,10,3,2,22.0,Female,Combat,HIIT,37,8.0,7.0,0,High,60,75,6.5,7.7,3.3,39.8
1058,11,4,2,22.0,Female,Combat,Strength,60,8.3,7.6,0,Medium,52,88,4.7,6.0,4.1,65.8
1058,12,5,2,22.0,Female,Combat,HIIT,42,8.9,6.5,258,Medium,53,79,4.2,7.1,1.5,33.7
1058,13,6,2,22.0,Female,Combat,Cardio,80,6.6,8.2,110,Medium,55,84,6.4,6.9,2.7,54.9
1058,14,7,2,22.0,Female,Combat,Yoga,61,2.4,6.7,217,Medium,52,90,6.4,2.3,3.7,77.8
1058,15,1,3,22.0,Female,Combat,HIIT,15,10.0,6.5,307,Medium,56,72,4.7,10.0,1.9,25.4
1058,16,2,3,22.0,Female,Combat,Cardio,58,8.6,7.5,0,Medium,52,83,4.4,8.0,3.7,55.7
1058,17,3,3,22.0,Female,Combat,Strength,57,6.9,6.3,339,High,60,58,2.6,6.5,1.0,0.0
1058,18,4,3,22.0,Female,Combat,Strength,55,8.4,7.5,194,High,55,83,4.3,6.9,1.0,42.4
