Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1229,24,3,4,25.0,Female,Team Sport,Strength,62,6.0,6.8,0,Medium,64,64,3.6,6.7,1.3,11.7
1229,25,4,4,25.0,Female,Team Sport,HIIT,28,7.0,7.5,232,Medium,64,73,7.2,5.5,4.2,50.3
1229,26,5,4,25.0,Female,Team Sport,HIIT,29,8.0,8.3,309,Medium,63,75,6.4,6.6,1.9,54.1
1229,27,6,4,25.0,Female,Team Sport,Cardio,88,4.1,7.2,153,Low,63,72,4.0,3.5,3.2,51.9
1229,28,7,4,25.0,Female,Team Sport,Rest,14,1.1,7.7,0,Medium,62,84,4.8,1.1,4.9,73.6
1230,1,1,1,19.0,Female,Team Sport,HIIT,43,7.9,6.9,261,Medium,55,64,4.4,4.5,6.0,47.9
1230,2,2,1,19.0,Female,Team Sport,Strength,61,5.4,6.7,157,Low,55,69,5.1,5.0,5.8,64.0
1230,3,3,1,19.0,Female,Team Sport,Cardio,55,6.6,8.2,0,Low,56,60,5.5,2.4,5.6,57.0
1230,4,4,1,19.0,Female,Team Sport,Cardio,81,6.8,7.5,243,Medium,59,57,4.1,5.3,3.1,31.5
1230,5,5,1,19.0,Female,Team Sport,Strength,78,6.4,7.2,299,High,59,55,4.0,6.6,4.0,24.6
