Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1140,8,1,2,28.0,Female,Strength,Strength,70,7.9,8.1,128,Medium,60,56,5.3,8.3,1.1,30.2
1140,9,2,2,28.0,Female,Strength,Strength,79,7.4,8.7,0,Medium,60,65,4.9,6.2,1.8,68.1
1140,10,3,2,28.0,Female,Strength,Strength,54,5.9,7.0,265,Medium,59,57,6.7,4.8,2.3,9.0
1140,11,4,2,28.0,Female,Strength,Strength,59,7.6,6.8,290,High,65,50,4.1,6.2,1.8,0.0
1140,12,5,2,28.0,Female,Strength,Strength,49,8.0,7.3,0,High,65,48,4.1,6.5,2.4,10.9
1140,13,6,2,28.0,Female,Strength,Strength,59,7.6,7.8,315,High,64,50,3.0,7.9,2.4,1.6
1140,14,7,2,28.0,Female,Strength,Yoga,62,1.8,8.3,275,Medium,59,64,5.3,3.0,1.1,33.8
1140,15,1,3,28.0,Female,Strength,Strength,68,7.8,8.1,317,Medium,61,55,5.0,5.6,4.2,42.7
1140,16,2,3,28.0,Female,Strength,HIIT,56,10.0,7.8,0,High,63,53,3.0,9.2,2.3,6.6
1140,17,3,3,28.0,Female,Strength,Strength,90,7.1,7.6,0,High,61,66,4.8,6.5,1.9,29.9
