Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1204,2,2,1,18.0,Male,Combat,HIIT,19,8.7,,0,Medium,56,89,4.4,5.4,5.3,82.3
1204,3,3,1,18.0,Male,Combat,Strength,58,6.5,7.6,277,Medium,57,83,6.1,3.9,5.1,63.9
1204,4,4,1,18.0,Male,Combat,HIIT,37,7.2,7.1,236,High,54,82,5.6,5.2,4.1,39.7
1204,5,5,1,18.0,Male,Combat,HIIT,38,7.9,8.9,186,Medium,54,89,6.5,5.0,4.3,100.0
1204,6,6,1,18.0,Male,Combat,Cardio,87,7.0,7.4,296,Medium,54,87,5.8,6.8,2.8,66.8
1204,7,7,1,18.0,Male,Combat,Rest,10,1.0,8.5,215,Medium,53,90,5.8,1.0,2.9,99.2
1204,8,1,2,18.0,Male,Combat,Strength,59,6.5,7.3,253,Medium,54,90,5.7,4.1,4.2,70.8
1204,9,2,2,18.0,Male,Combat,Cardio,69,6.8,7.8,0,Low,53,95,5.8,3.4,3.9,76.1
1204,10,3,2,18.0,Male,Combat,Strength,59,7.2,8.4,290,Medium,57,84,5.0,5.4,4.1,73.8
1204,11,4,2,18.0,Male,Combat,Strength,52,8.0,6.4,325,High,59,73,5.7,6.3,2.9,23.1
