Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1077,10,3,2,27.0,Female,Strength,Strength,85,8.8,7.0,145,Medium,64,59,5.1,6.9,2.7,25.7
1077,11,4,2,27.0,Female,Strength,Strength,75,7.5,8.0,295,High,61,66,3.8,5.9,2.6,28.8
1077,12,5,2,27.0,Female,Strength,Strength,49,6.4,,0,Low,59,59,6.0,5.7,2.1,35.0
1077,13,6,2,27.0,Female,Strength,Strength,59,6.8,7.6,242,Medium,61,63,5.3,5.9,1.7,32.3
1077,14,7,2,27.0,Female,Strength,Rest,21,3.2,7.9,174,High,60,70,4.2,4.7,2.5,32.1
1077,15,1,3,27.0,Female,Strength,Strength,58,9.4,8.6,292,Medium,62,65,5.9,9.0,2.2,35.8
1077,16,2,3,27.0,Female,Strength,Strength,95,8.6,7.2,216,Medium,61,59,4.8,6.4,1.2,18.6
1077,17,3,3,27.0,Female,Strength,Strength,59,6.6,8.9,0,Medium,58,70,5.7,6.1,2.9,56.1
1077,18,4,3,27.0,Female,Strength,Strength,64,8.3,8.0,171,Medium,59,70,6.0,4.7,4.0,50.7
1077,19,5,3,27.0,Female,Strength,Strength,58,8.4,6.8,350,High,62,59,4.3,6.7,4.3,6.6
