Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1021,3,3,1,23.0,Female,Combat,HIIT,42,7.6,7.4,235,Medium,55,76,5.0,4.9,4.6,57.8
1021,4,4,1,23.0,Female,Combat,HIIT,33,7.5,7.5,212,Medium,53,86,5.4,4.2,4.3,66.8
1021,5,5,1,23.0,Female,Combat,HIIT,42,9.0,8.7,323,Medium,56,77,7.5,6.7,1.2,59.2
1021,6,6,1,23.0,Female,Combat,Yoga,62,4.1,7.2,238,Low,56,83,7.5,2.8,6.0,56.4
1021,7,7,1,23.0,Female,Combat,Rest,17,1.0,8.1,196,Low,57,84,5.5,1.3,4.7,82.8
1021,8,1,2,23.0,Female,Combat,HIIT,48,9.5,8.0,181,Medium,57,72,5.5,7.8,4.7,63.8
1021,9,2,2,23.0,Female,Combat,HIIT,32,9.4,8.3,0,Medium,59,74,6.3,9.1,2.1,57.2
1021,10,3,2,23.0,Female,Combat,Strength,65,6.5,7.0,161,Medium,56,73,4.6,4.7,3.9,52.8
1021,11,4,2,23.0,Female,Combat,Strength,53,7.5,7.4,361,Medium,57,68,4.5,7.0,1.8,30.5
1021,12,5,2,23.0,Female,Combat,HIIT,32,9.2,6.7,349,High,56,71,3.8,8.0,1.0,18.0
