Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1055,3,3,1,23.0,Female,Endurance,Cardio,45,5.2,8.3,282,Medium,46,96,6.5,2.8,5.1,100.0
1055,4,4,1,23.0,Female,Endurance,HIIT,24,9.2,8.1,136,Medium,48,87,5.1,6.6,4.0,79.9
1055,5,5,1,23.0,Female,Endurance,Cardio,80,4.4,7.2,279,Medium,49,89,4.7,3.5,3.1,78.2
1055,6,6,1,23.0,Female,Endurance,Cardio,72,6.5,8.2,235,Medium,45,103,6.8,6.8,3.3,91.9
1055,7,7,1,23.0,Female,Endurance,Rest,10,1.5,7.5,181,Low,43,106,6.1,1.5,5.3,100.0
1055,8,1,2,23.0,Female,Endurance,Cardio,61,7.1,7.8,281,Medium,50,89,5.4,6.1,3.2,68.7
1055,9,2,2,23.0,Female,Endurance,HIIT,20,8.2,7.4,0,High,48,80,5.3,6.1,2.4,54.3
1055,10,3,2,23.0,Female,Endurance,Cardio,55,6.3,7.4,221,Medium,48,85,6.4,4.9,2.9,78.7
1055,11,4,2,23.0,Female,Endurance,Cardio,89,6.3,7.7,234,Medium,51,86,7.2,5.7,2.6,70.4
1055,12,5,2,23.0,Female,Endurance,HIIT,33,9.2,6.3,314,High,52,78,4.6,7.9,2.0,38.7
