Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1045,21,7,3,27.0,Female,Mixed,Rest,14,1.1,7.5,230,High,61,81,3.9,2.4,2.1,47.1
1045,22,1,4,27.0,Female,Mixed,HIIT,17,6.3,8.7,151,Medium,57,89,5.9,5.9,4.0,83.9
1045,23,2,4,27.0,Female,Mixed,HIIT,36,7.4,7.8,336,High,62,74,5.0,5.3,2.2,59.4
1045,24,3,4,27.0,Female,Mixed,Cardio,74,5.1,7.1,230,Medium,63,78,4.3,6.9,1.9,36.4
1045,25,4,4,27.0,Female,Mixed,Cardio,72,4.4,7.3,303,Medium,63,72,4.2,5.1,3.9,44.6
1045,26,5,4,27.0,Female,Mixed,HIIT,49,7.7,6.5,237,Medium,65,78,6.0,6.7,2.8,40.8
1045,27,6,4,27.0,Female,Mixed,Cardio,52,5.0,8.3,99,Low,61,71,6.0,5.7,4.2,66.0
1045,28,7,4,27.0,Female,Mixed,Yoga,45,3.5,8.3,206,Low,64,77,5.3,2.2,4.6,62.9
1046,1,1,1,30.0,Male,Strength,Strength,70,6.1,7.9,162,Low,51,86,6.1,1.0,7.5,100.0
1046,2,2,1,30.0,Male,Strength,Strength,68,7.9,7.9,325,High,59,67,4.7,4.3,5.0,37.0
