Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1229,14,7,2,25.0,Female,Team Sport,Rest,34,1.8,6.5,179,Medium,66,69,5.8,4.2,2.5,24.7
1229,15,1,3,25.0,Female,Team Sport,Strength,42,7.6,7.8,232,High,58,79,4.4,5.2,3.8,64.5
1229,16,2,3,25.0,Female,Team Sport,Strength,88,8.8,7.7,0,Medium,64,76,5.9,6.7,4.3,55.4
1229,17,3,3,25.0,Female,Team Sport,Cardio,74,6.9,7.3,271,Medium,61,68,6.5,7.5,3.5,32.9
1229,18,4,3,25.0,Female,Team Sport,Cardio,67,9.7,,253,High,66,61,5.1,9.9,1.0,8.6
1229,19,5,3,25.0,Female,Team Sport,HIIT,46,9.2,,371,High,65,58,2.2,9.3,1.1,0.0
1229,20,6,3,25.0,Female,Team Sport,Cardio,72,8.1,6.7,295,Medium,66,64,5.6,7.5,1.1,13.4
1229,21,7,3,25.0,Female,Team Sport,Rest,10,3.2,7.7,196,Medium,66,69,4.4,2.3,1.5,40.5
1229,22,1,4,25.0,Female,Team Sport,Strength,36,6.4,,316,High,66,57,4.3,7.5,1.8,3.7
1229,23,2,4,25.0,Female,Team Sport,Cardio,92,5.0,8.0,151,Medium,60,80,4.0,4.8,2.9,58.3
