Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1207,10,3,2,20.0,Female,Combat,Strength,54,7.8,7.0,343,Medium,54,57,3.9,6.7,1.0,23.8
1207,11,4,2,20.0,Female,Combat,Cardio,71,6.6,7.5,0,Medium,53,74,4.8,4.7,2.0,55.7
1207,12,5,2,20.0,Female,Combat,HIIT,13,9.4,,318,High,56,57,4.6,5.9,1.9,4.4
1207,13,6,2,20.0,Female,Combat,Cardio,68,6.9,7.2,325,Medium,55,69,5.2,4.9,2.9,42.2
1207,14,7,2,20.0,Female,Combat,Rest,17,1.5,7.6,0,Low,50,80,7.0,2.2,3.8,56.2
1207,15,1,3,20.0,Female,Combat,HIIT,31,10.0,7.1,0,High,57,62,3.8,6.3,1.0,22.8
1207,16,2,3,20.0,Female,Combat,Strength,60,9.3,6.2,354,High,58,47,4.3,9.2,1.0,0.0
1207,17,3,3,20.0,Female,Combat,Strength,71,7.8,,0,High,62,64,2.4,7.3,1.0,3.9
1207,18,4,3,20.0,Female,Combat,Strength,54,7.9,7.4,283,High,57,60,4.4,8.5,2.5,19.0
1207,19,5,3,20.0,Female,Combat,Strength,87,7.8,6.8,247,Medium,58,63,5.3,7.2,1.3,0.0
