Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1044,9,2,2,27.0,Female,Team Sport,Strength,61,7.8,6.6,400,High,59,65,3.9,6.5,2.3,0.5
1044,10,3,2,27.0,Female,Team Sport,HIIT,38,8.7,5.8,0,Low,58,68,5.4,8.3,2.5,21.7
1044,11,4,2,27.0,Female,Team Sport,HIIT,20,8.0,6.8,239,Low,55,70,5.8,5.6,1.2,27.8
1044,12,5,2,27.0,Female,Team Sport,HIIT,47,7.0,8.4,174,High,55,74,5.0,7.0,2.4,50.4
1044,13,6,2,27.0,Female,Team Sport,Rest,21,1.1,6.2,170,Medium,55,69,4.3,2.9,2.8,8.8
1044,14,7,2,27.0,Female,Team Sport,Rest,23,1.2,7.6,135,Medium,54,75,7.2,1.0,6.5,56.6
1044,15,1,3,27.0,Female,Team Sport,HIIT,30,10.0,7.7,264,Medium,57,70,5.5,6.0,2.7,61.3
1044,16,2,3,27.0,Female,Team Sport,Cardio,79,6.0,8.0,0,Medium,51,73,6.0,4.3,3.3,57.3
1044,17,3,3,27.0,Female,Team Sport,Strength,80,8.5,,301,High,59,55,4.4,8.3,2.1,10.1
1044,18,4,3,27.0,Female,Team Sport,HIIT,30,8.3,7.2,252,High,57,60,5.1,7.5,1.0,13.4
