Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1205,15,1,3,26.0,Female,Mixed,HIIT,26,10.0,8.3,330,Medium,55,72,6.9,8.5,3.7,23.0
1205,16,2,3,26.0,Female,Mixed,Cardio,69,6.0,6.4,298,High,60,58,3.5,7.3,1.0,7.9
1205,17,3,3,26.0,Female,Mixed,Strength,75,8.3,7.3,259,Medium,56,67,5.1,5.0,1.9,10.4
1205,18,4,3,26.0,Female,Mixed,Strength,71,8.6,6.8,320,High,59,61,3.2,8.3,2.4,25.2
1205,19,5,3,26.0,Female,Mixed,Strength,56,7.0,7.2,337,High,60,58,3.6,8.8,1.0,18.2
1205,20,6,3,26.0,Female,Mixed,Cardio,78,6.2,7.2,170,Medium,55,74,3.9,6.1,2.4,44.1
1205,21,7,3,26.0,Female,Mixed,Yoga,43,4.0,7.9,0,Medium,57,73,4.9,3.8,1.7,56.3
1205,22,1,4,26.0,Female,Mixed,HIIT,27,7.6,6.6,253,Medium,58,69,5.0,6.8,2.2,14.5
1205,23,2,4,26.0,Female,Mixed,Cardio,72,4.4,7.7,221,Medium,55,71,4.8,2.5,2.6,47.2
1205,24,3,4,26.0,Female,Mixed,Strength,51,6.1,6.9,180,Medium,53,70,4.7,7.3,2.1,29.1
