Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1127,22,1,4,20.0,Female,Combat,HIIT,41,7.9,7.4,270,Medium,51,78,5.8,5.3,2.9,65.3
1127,23,2,4,20.0,Female,Combat,Cardio,89,5.6,,0,High,57,77,3.9,5.5,2.4,37.3
1127,24,3,4,20.0,Female,Combat,HIIT,34,6.4,6.6,160,Low,57,67,5.7,5.5,2.7,37.6
1127,25,4,4,20.0,Female,Combat,Cardio,93,5.5,7.1,172,Medium,58,65,4.3,5.7,2.9,12.7
1127,26,5,4,20.0,Female,Combat,Strength,57,6.4,7.2,0,Low,55,79,5.8,6.3,3.1,58.2
1127,27,6,4,20.0,Female,Combat,Cardio,87,4.3,7.8,0,Medium,56,77,6.3,4.5,3.9,72.9
1127,28,7,4,20.0,Female,Combat,Rest,35,1.0,6.7,0,Low,56,85,6.5,1.8,5.1,66.4
1128,1,1,1,23.0,Female,Combat,Strength,65,7.6,7.6,216,Medium,53,87,5.4,3.8,5.0,80.4
1128,2,2,1,23.0,Female,Combat,Cardio,52,7.0,7.1,189,Medium,52,87,5.5,2.8,5.5,70.7
1128,3,3,1,23.0,Female,Combat,HIIT,23,6.6,8.4,147,Low,54,91,6.5,3.1,6.1,79.5
