Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1108,14,7,2,30.0,Female,Mixed,Rest,17,1.3,8.0,0,Medium,59,73,4.7,2.6,5.1,79.3
1108,15,1,3,30.0,Female,Mixed,Cardio,62,6.2,7.1,263,Medium,61,58,3.4,6.9,1.8,19.7
1108,16,2,3,30.0,Female,Mixed,HIIT,41,10.0,7.8,268,Medium,57,65,5.2,7.3,3.6,31.3
1108,17,3,3,30.0,Female,Mixed,HIIT,12,10.0,7.3,337,Medium,62,56,6.6,8.9,1.4,13.2
1108,18,4,3,30.0,Female,Mixed,Cardio,87,6.8,8.3,0,Medium,62,65,5.0,3.9,2.4,42.6
1108,19,5,3,30.0,Female,Mixed,Cardio,76,7.9,7.9,0,High,61,55,5.2,8.6,4.6,24.6
1108,20,6,3,30.0,Female,Mixed,Yoga,62,4.8,7.5,295,Medium,62,63,4.9,4.2,2.7,31.7
1108,21,7,3,30.0,Female,Mixed,Rest,10,1.0,8.6,0,Medium,58,83,5.5,1.7,3.7,68.0
1108,22,1,4,30.0,Female,Mixed,Strength,53,5.7,7.3,259,Medium,62,61,4.4,6.5,4.4,27.2
1108,23,2,4,30.0,Female,Mixed,HIIT,53,7.0,7.9,221,Medium,60,59,5.7,4.5,5.4,49.1
