Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1074,23,2,4,27.0,Female,Endurance,HIIT,16,6.9,7.8,0,Medium,46,72,6.0,6.0,2.0,36.1
1074,24,3,4,27.0,Female,Endurance,Cardio,79,5.3,7.7,264,Low,47,89,5.7,5.1,4.0,72.9
1074,25,4,4,27.0,Female,Endurance,HIIT,40,5.8,8.0,200,Low,44,87,6.4,6.9,5.6,89.9
1074,26,5,4,27.0,Female,Endurance,HIIT,49,6.3,8.6,0,Low,43,88,8.0,3.6,5.9,80.8
1074,27,6,4,27.0,Female,Endurance,Cardio,55,3.6,8.0,264,Medium,45,80,5.5,2.0,2.2,65.9
1074,28,7,4,27.0,Female,Endurance,Rest,11,1.5,7.4,200,Low,42,95,6.8,1.5,5.2,100.0
1075,1,1,1,29.0,Female,Endurance,Cardio,75,5.9,7.5,246,Medium,46,84,4.6,4.7,7.8,76.6
1075,2,2,1,29.0,Female,Endurance,Cardio,59,5.2,7.8,269,Medium,44,82,5.6,1.0,6.7,81.8
1075,3,3,1,29.0,Female,Endurance,HIIT,10,8.9,8.2,0,Low,43,92,6.3,5.1,6.1,100.0
1075,4,4,1,29.0,Female,Endurance,HIIT,37,7.3,7.6,256,High,50,68,3.1,5.1,2.9,30.7
