Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1278,17,3,3,32.0,Female,Strength,Strength,71,7.6,7.6,205,High,53,58,3.8,7.9,1.0,14.4
1278,18,4,3,32.0,Female,Strength,Strength,74,8.2,,276,High,54,61,3.9,8.5,1.1,14.2
1278,19,5,3,32.0,Female,Strength,Strength,77,9.3,7.4,365,High,53,60,6.2,8.5,1.8,9.1
1278,20,6,3,32.0,Female,Strength,Strength,84,8.6,8.0,214,High,53,63,3.1,7.7,2.7,42.0
1278,21,7,3,32.0,Female,Strength,Rest,10,1.3,7.8,115,Medium,53,77,5.0,2.0,3.4,43.6
1278,22,1,4,32.0,Female,Strength,Strength,50,5.8,7.0,221,Medium,51,72,5.1,6.2,4.1,49.0
1278,23,2,4,32.0,Female,Strength,Strength,67,6.4,6.8,283,Medium,53,67,4.2,4.8,2.7,37.0
1278,24,3,4,32.0,Female,Strength,Strength,54,6.5,7.0,219,Medium,53,67,5.6,6.7,1.6,24.0
1278,25,4,4,32.0,Female,Strength,HIIT,22,7.0,7.8,224,Medium,51,68,6.0,6.6,3.0,57.4
1278,26,5,4,32.0,Female,Strength,Strength,80,6.3,8.1,260,Medium,53,77,6.0,6.5,3.6,65.1
