Athlete_ID,Day,Day_of_Week,Week,Age,Gender,Sport_Type,Training_Type,Training_Duration_Min,Training_Intensity,Sleep_Duration_Hours,Caffeine_Intake_mg,Stress_Level,Resting_Heart_Rate,HRV_ms,Mood_Score,Muscle_Soreness,Energy_Level,Recovery_Score
1255,11,4,2,30.0,Male,Team Sport,Strength,60,5.8,7.9,213,Medium,62,64,6.6,4.1,3.8,40.6
1255,12,5,2,30.0,Male,Team Sport,Strength,73,7.9,6.4,169,Medium,67,62,4.7,7.6,1.0,2.4
1255,13,6,2,30.0,Male,Team Sport,Rest,17,1.0,7.3,187,Medium,63,70,3.9,1.0,2.0,33.0
1255,14,7,2,30.0,Male,Team Sport,Yoga,69,3.9,8.0,0,Medium,58,75,5.7,2.7,5.9,57.5
1255,15,1,3,30.0,Male,Team Sport,Cardio,65,7.2,8.0,316,Medium,61,71,6.6,5.6,3.4,47.8
1255,16,2,3,30.0,Male,Team Sport,HIIT,47,9.2,8.3,237,Medium,62,67,6.0,4.8,3.1,52.1
1255,17,3,3,30.0,Male,Team Sport,Cardio,59,7.2,8.3,219,Medium,65,64,4.8,7.2,4.8,27.9
1255,18,4,3,30.0,Male,Team Sport,HIIT,17,10.0,7.6,0,Medium,68,57,4.6,8.2,2.3,16.1
1255,19,5,3,30.0,Male,Team Sport,HIIT,25,9.3,8.0,252,Medium,67,61,6.7,9.0,1.3,26.1
1255,20,6,3,30.0,Male,Team Sport,Yoga,41,2.5,,318,High,67,54,3.5,3.1,1.9,0.0
